1994,1,1,31.01,37.85,0.72,0.00423
1994,1,2,30.11,39.83,0.16,0.00417
1994,1,3,34.25,43.79,0.29,0.00492
1994,1,4,36.41,44.51,0.14,0.00521
1994,1,5,32.81,42.53,0.06,0.00395
1994,1,6,30.65,36.41,0,0.00309
1994,1,7,29.93,41.45,0,0.00342
1994,1,8,33.53,43.61,0.11,0.0041
1994,1,9,35.87,43.07,0.07,0.00466
1994,1,10,30.83,44.33,0,0.00409
1994,1,11,35.15,42.53,0.47,0.00474
1994,1,12,35.51,42.71,0.02,0.0047
1994,1,13,37.13,47.93,0.03,0.00534
1994,1,14,33.71,50.27,0,0.00479
1994,1,15,31.91,45.41,0,0.00416
1994,1,16,29.75,41.99,0,0.00369
1994,1,17,29.75,40.73,0,0.00355
1994,1,18,29.93,45.41,0,0.00313
1994,1,19,33.89,46.49,0,0.00332
1994,1,20,31.01,47.93,0,0.00354
1994,1,21,31.37,48.47,0,0.00355
1994,1,22,34.61,53.15,0,0.00393
1994,1,23,41.27,53.51,0.04,0.00421
1994,1,24,34.43,51.89,0.02,0.00435
1994,1,25,34.07,44.69,0.13,0.00425
1994,1,26,31.91,41.27,0.04,0.00409
1994,1,27,26.33,34.97,0,0.00371
1994,1,28,20.03,32.81,0,0.00295
1994,1,29,21.29,32.27,0,0.00307
1994,1,30,21.65,33.53,0,0.00301
1994,1,31,25.07,37.85,0,0.00251
1994,2,1,19.49,34.25,0,0.00234
1994,2,2,20.57,33.71,0,0.00233
1994,2,3,17.87,32.63,0,0.00228
1994,2,4,16.79,31.91,0,0.00221
1994,2,5,15.89,33.17,0,0.00229
1994,2,6,17.15,34.43,0,0.00242
1994,2,7,14.27,29.57,0.08,0.00207
1994,2,8,3.29,19.31,0.05,0.00122
1994,2,9,15.17,33.89,0.11,0.00247
1994,2,10,19.67,34.25,0.09,0.00258
1994,2,11,18.95,33.53,0.03,0.0025
1994,2,12,22.37,36.59,0,0.00274
1994,2,13,28.31,39.83,0.04,0.00297
1994,2,14,29.39,43.43,0.02,0.0031
1994,2,15,32.45,47.03,0,0.00362
1994,2,16,37.67,54.41,0,0.00399
1994,2,17,40.91,58.01,0.05,0.00433
1994,2,18,31.19,45.41,0.02,0.00332
1994,2,19,30.11,43.07,0.03,0.00303
1994,2,20,31.01,48.29,0.03,0.00312
1994,2,21,32.81,47.03,0.03,0.00295
1994,2,22,27.05,39.29,0.16,0.0031
1994,2,23,32.27,42.35,0.31,0.00373
1994,2,24,24.71,36.59,0.12,0.00241
1994,2,25,24.71,37.31,0.05,0.00301
1994,2,26,29.57,38.21,0.09,0.00348
1994,2,27,30.65,38.57,0.07,0.0037
1994,2,28,25.25,44.15,0.02,0.00405
1994,3,1,33.53,61.07,0.08,0.00534
1994,3,2,38.39,61.61,0.02,0.00537
1994,3,3,37.49,57.83,0.28,0.00587
1994,3,4,36.41,54.41,0.08,0.0048
1994,3,5,25.97,47.57,0,0.00277
1994,3,6,24.53,45.05,0,0.00201
1994,3,7,22.73,46.13,0,0.0019
1994,3,8,25.61,47.93,0,0.00206
1994,3,9,26.15,53.15,0.11,0.00276
1994,3,10,31.91,52.25,0.01,0.00379
1994,3,11,32.81,53.15,0,0.00416
1994,3,12,28.85,58.01,0,0.00374
1994,3,13,30.83,63.05,0,0.00402
1994,3,14,38.03,62.69,0,0.00417
1994,3,15,37.67,63.23,0.02,0.00414
1994,3,16,36.59,52.61,0.06,0.00414
1994,3,17,32.45,49.73,0.13,0.00376
1994,3,18,35.51,51.17,0.21,0.00426
1994,3,19,25.79,42.35,0.08,0.00276
1994,3,20,25.61,47.93,0.02,0.00309
1994,3,21,29.03,45.77,0.04,0.00315
1994,3,22,23.99,43.43,0,0.00221
1994,3,23,26.15,45.95,0,0.00242
1994,3,24,26.15,49.19,0,0.00217
1994,3,25,27.41,51.53,0,0.00214
1994,3,26,29.93,58.19,0,0.00301
1994,3,27,35.69,62.87,0,0.00336
1994,3,28,36.23,65.75,0,0.00371
1994,3,29,33.71,66.29,0,0.00328
1994,3,30,35.69,70.43,0,0.00383
1994,3,31,39.65,61.43,0,0.00539
1994,4,1,39.65,65.21,0,0.00561
1994,4,2,41.81,65.03,0.02,0.00541
1994,4,3,37.49,54.59,0.18,0.00449
1994,4,4,34.43,49.37,0.05,0.00424
1994,4,5,35.33,51.53,0.04,0.00386
1994,4,6,34.07,52.43,0.36,0.00428
1994,4,7,32.09,47.21,0.01,0.0037
1994,4,8,30.65,54.95,0.15,0.00415
1994,4,9,38.03,55.13,0.26,0.00486
1994,4,10,35.33,60.17,0.02,0.00483
1994,4,11,36.41,63.05,0.06,0.00473
1994,4,12,36.95,58.19,0.02,0.00469
1994,4,13,28.67,52.07,0,0.00369
1994,4,14,32.27,51.71,0,0.00335
1994,4,15,30.11,64.85,0,0.00422
1994,4,16,41.99,77.09,0,0.00552
1994,4,17,54.77,76.37,0,0.00654
1994,4,18,57.29,78.35,0,0.00747
1994,4,19,53.51,72.23,0.04,0.00772
1994,4,20,48.11,76.73,0,0.00762
1994,4,21,48.65,67.01,0.01,0.00671
1994,4,22,38.21,60.53,0,0.0048
1994,4,23,36.95,65.57,0.43,0.00502
1994,4,24,38.93,52.97,0.47,0.00578
1994,4,25,37.67,59.27,0.15,0.00503
1994,4,26,38.03,51.71,0.02,0.00421
1994,4,27,36.05,57.11,0,0.00373
1994,4,28,35.87,59.09,0,0.00325
1994,4,29,31.55,62.33,0.06,0.00355
